== Alignment Results (odd-one-out accuracy) ==

[distance=cosine] file=/home/maxvonk/diffusion-alignment/things_playground/things_data/alignment.pkl
  source | model | module | acc
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_30 | transformer_blocks.8 | 3 | 0.1 | adam | 0.0001 | True | 0.4382 | 1.0666
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_30 | transformer_blocks.9 | 3 | 0.1 | adam | 0.0001 | True | 0.4511 | 1.0561
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.0 | 3 | 0.1 | adam | 0.0001 | True | 0.3285 | 1.0983
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.1 | 3 | 0.1 | adam | 0.0001 | True | 0.3762 | 1.0929
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.10 | 3 | 0.1 | adam | 0.0001 | True | 0.4639 | 1.0437
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.11 | 3 | 0.1 | adam | 0.0001 | True | 0.4599 | 1.0488
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.12 | 3 | 0.1 | adam | 0.0001 | True | 0.4398 | 1.0651
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.13 | 3 | 0.1 | adam | 0.0001 | True | 0.4288 | 1.0743
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.14 | 3 | 0.1 | adam | 0.0001 | True | 0.4259 | 1.0739
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.15 | 3 | 0.1 | adam | 0.0001 | True | 0.4314 | 1.0709
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.16 | 3 | 0.1 | adam | 0.0001 | True | 0.4271 | 1.0730
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.17 | 3 | 0.1 | adam | 0.0001 | True | 0.4128 | 1.0798
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.18 | 3 | 0.1 | adam | 0.0001 | True | 0.4129 | 1.0782
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.19 | 3 | 0.1 | adam | 0.0001 | True | 0.4246 | 1.0757
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.2 | 3 | 0.1 | adam | 0.0001 | True | 0.3789 | 1.0914
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.20 | 3 | 0.1 | adam | 0.0001 | True | 0.4259 | 1.0697
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.21 | 3 | 0.1 | adam | 0.0001 | True | 0.4309 | 1.0665
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.22 | 3 | 0.1 | adam | 0.0001 | True | 0.4236 | 1.0699
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.23 | 3 | 0.1 | adam | 0.0001 | True | 0.4326 | 1.0656
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.3 | 3 | 0.1 | adam | 0.0001 | True | 0.3883 | 1.0888
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.4 | 3 | 0.1 | adam | 0.0001 | True | 0.3834 | 1.0904
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.5 | 3 | 0.1 | adam | 0.0001 | True | 0.3897 | 1.0924
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.6 | 3 | 0.1 | adam | 0.0001 | True | 0.3839 | 1.0947
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.7 | 3 | 0.1 | adam | 0.0001 | True | 0.3937 | 1.0934
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.8 | 3 | 0.1 | adam | 0.0001 | True | 0.4288 | 1.0720
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_40 | transformer_blocks.9 | 3 | 0.1 | adam | 0.0001 | True | 0.4482 | 1.0580
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.0 | 3 | 0.1 | adam | 0.0001 | True | 0.3761 | 1.0919
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.0 | 3 | 0.1 | adam | 0.0001 | True | 0.3786 | 1.0910
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.1 | 3 | 0.1 | adam | 0.0001 | True | 0.3797 | 1.0912
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.1 | 3 | 0.1 | adam | 0.0001 | True | 0.3864 | 1.0890
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.10 | 3 | 0.1 | adam | 0.0001 | True | 0.4364 | 1.0639
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.11 | 3 | 0.1 | adam | 0.0001 | True | 0.4260 | 1.0709
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.12 | 3 | 0.1 | adam | 0.0001 | True | 0.3889 | 1.0952
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.13 | 3 | 0.1 | adam | 0.0001 | True | 0.3880 | 1.0954
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.14 | 3 | 0.1 | adam | 0.0001 | True | 0.3858 | 1.0955
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.15 | 3 | 0.1 | adam | 0.0001 | True | 0.3842 | 1.0957
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.16 | 3 | 0.1 | adam | 0.0001 | True | 0.3846 | 1.0957
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.17 | 3 | 0.1 | adam | 0.0001 | True | 0.3780 | 1.0963
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.18 | 3 | 0.1 | adam | 0.0001 | True | 0.3802 | 1.0962
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.19 | 3 | 0.1 | adam | 0.0001 | True | 0.3841 | 1.0929
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.2 | 3 | 0.1 | adam | 0.0001 | True | 0.3779 | 1.0910
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.20 | 3 | 0.1 | adam | 0.0001 | True | 0.4124 | 1.0801
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.21 | 3 | 0.1 | adam | 0.0001 | True | 0.4120 | 1.0784
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.22 | 3 | 0.1 | adam | 0.0001 | True | 0.4076 | 1.0887
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.23 | 3 | 0.1 | adam | 0.0001 | True | 0.4101 | 1.0797
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.3 | 3 | 0.1 | adam | 0.0001 | True | 0.3873 | 1.0892
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.4 | 3 | 0.1 | adam | 0.0001 | True | 0.3958 | 1.0869
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.5 | 3 | 0.1 | adam | 0.0001 | True | 0.3983 | 1.0875
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.5 | 3 | 0.1 | adam | 0.0001 | True | 0.3973 | 1.0876
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.6 | 3 | 0.1 | adam | 0.0001 | True | 0.4044 | 1.0853
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.6 | 3 | 0.1 | adam | 0.0001 | True | 0.4040 | 1.0855
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.7 | 3 | 0.1 | adam | 0.0001 | True | 0.4078 | 1.0851
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.8 | 3 | 0.1 | adam | 0.0001 | True | 0.4152 | 1.0775
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_5 | transformer_blocks.9 | 3 | 0.1 | adam | 0.0001 | True | 0.4273 | 1.0725
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.0 | 3 | 0.1 | adam | 0.0001 | True | 0.3189 | 1.0984
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.1 | 3 | 0.1 | adam | 0.0001 | True | 0.3693 | 1.0953
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.10 | 3 | 0.1 | adam | 0.0001 | True | 0.4603 | 1.0468
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.11 | 3 | 0.1 | adam | 0.0001 | True | 0.4534 | 1.0526
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.12 | 3 | 0.1 | adam | 0.0001 | True | 0.4337 | 1.0690
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.13 | 3 | 0.1 | adam | 0.0001 | True | 0.4122 | 1.0830
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.14 | 3 | 0.1 | adam | 0.0001 | True | 0.4196 | 1.0782
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.15 | 3 | 0.1 | adam | 0.0001 | True | 0.4217 | 1.0762
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.16 | 3 | 0.1 | adam | 0.0001 | True | 0.4203 | 1.0771
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.17 | 3 | 0.1 | adam | 0.0001 | True | 0.4003 | 1.0851
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.18 | 3 | 0.1 | adam | 0.0001 | True | 0.4117 | 1.0799
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.19 | 3 | 0.1 | adam | 0.0001 | True | 0.4125 | 1.0799
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.2 | 3 | 0.1 | adam | 0.0001 | True | 0.3805 | 1.0911
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.20 | 3 | 0.1 | adam | 0.0001 | True | 0.4246 | 1.0706
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.21 | 3 | 0.1 | adam | 0.0001 | True | 0.4294 | 1.0678
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.22 | 3 | 0.1 | adam | 0.0001 | True | 0.4312 | 1.0655
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.23 | 3 | 0.1 | adam | 0.0001 | True | 0.4213 | 1.0725
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.3 | 3 | 0.1 | adam | 0.0001 | True | 0.3832 | 1.0899
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.4 | 3 | 0.1 | adam | 0.0001 | True | 0.3842 | 1.0910
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.5 | 3 | 0.1 | adam | 0.0001 | True | 0.3841 | 1.0942
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.6 | 3 | 0.1 | adam | 0.0001 | True | 0.3793 | 1.0955
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.7 | 3 | 0.1 | adam | 0.0001 | True | 0.3896 | 1.0940
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.8 | 3 | 0.1 | adam | 0.0001 | True | 0.4168 | 1.0792
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_50 | transformer_blocks.9 | 3 | 0.1 | adam | 0.0001 | True | 0.4424 | 1.0607
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.0 | 3 | 0.1 | adam | 0.0001 | True | 0.3081 | 1.0985
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.1 | 3 | 0.1 | adam | 0.0001 | True | 0.3461 | 1.0968
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.10 | 3 | 0.1 | adam | 0.0001 | True | 0.4528 | 1.0535
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.11 | 3 | 0.1 | adam | 0.0001 | True | 0.4445 | 1.0590
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.12 | 3 | 0.1 | adam | 0.0001 | True | 0.4105 | 1.0846
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.13 | 3 | 0.1 | adam | 0.0001 | True | 0.3965 | 1.0925
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.14 | 3 | 0.1 | adam | 0.0001 | True | 0.4001 | 1.0875
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.15 | 3 | 0.1 | adam | 0.0001 | True | 0.4048 | 1.0841
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.16 | 3 | 0.1 | adam | 0.0001 | True | 0.3994 | 1.0866
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.17 | 3 | 0.1 | adam | 0.0001 | True | 0.3977 | 1.0890
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.19 | 3 | 0.1 | adam | 0.0001 | True | 0.3995 | 1.0879
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.2 | 3 | 0.1 | adam | 0.0001 | True | 0.3760 | 1.0933
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.21 | 3 | 0.1 | adam | 0.0001 | True | 0.4265 | 1.0702
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.23 | 3 | 0.1 | adam | 0.0001 | True | 0.4161 | 1.0769
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.3 | 3 | 0.1 | adam | 0.0001 | True | 0.3837 | 1.0904
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.4 | 3 | 0.1 | adam | 0.0001 | True | 0.3589 | 1.0972
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.5 | 3 | 0.1 | adam | 0.0001 | True | 0.3671 | 1.0970
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.6 | 3 | 0.1 | adam | 0.0001 | True | 0.3754 | 1.0958
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.7 | 3 | 0.1 | adam | 0.0001 | True | 0.3853 | 1.0946
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.8 | 3 | 0.1 | adam | 0.0001 | True | 0.3910 | 1.0934
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_60 | transformer_blocks.9 | 3 | 0.1 | adam | 0.0001 | True | 0.4250 | 1.0732
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_70 | transformer_blocks.0 | 3 | 0.1 | adam | 0.0001 | True | 0.2964 | 1.0986
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_70 | transformer_blocks.1 | 3 | 0.1 | adam | 0.0001 | True | 0.3430 | 1.0981
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_70 | transformer_blocks.2 | 3 | 0.1 | adam | 0.0001 | True | 0.3530 | 1.0978
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_70 | transformer_blocks.4 | 3 | 0.1 | adam | 0.0001 | True | 0.3562 | 1.0975
diffusion | diffusion_stabilityai/stable-diffusion-3-medium-diffusers_70 | transformer_blocks.5 | 3 | 0.1 | adam | 0.0001 | True | 0.3582 | 1.0975
